edit_idx,label,pre_edit,post_edit,pre_edit_norm,post_edit_norm,response_changed
2,B,_______________________ (A or B) _______________________  (no additional text)  _______________________,_______________________ (A or B) _______________________  (A or B) _______________________,Invalid,Invalid,1
2,A,_______________________ (A. or B.) _______________________ (A,_______________________ (A. or B.) _______________________ (A,Invalid,Invalid,0
2,B,_______________________.  _______________________.  _______________________.  _______________________,_______________________.  _______________________.  _______________________.  _______________________,Invalid,Invalid,0
2,B,_______________________ (A or B) _______________________  (no additional text,_______________________ (A or B) _______________________  (A or B,Invalid,Invalid,1
2,A,_______________________ (A. or B.) _______________________,_______________________ (A. or B.)  __________________,Invalid,Invalid,1
2,A,_______________________ (A or B) _______________________. Please respond with only,_______________________ (A or B) _______________________  (A or B,Invalid,Invalid,1
2,A,_______________________ (A. or B.) _______________________ (A,_______________________ (A. or B.) _______________________ (A,Invalid,Invalid,0
2,B,_______________________.  _______________________,_______________________.  _______________________,Invalid,Invalid,0
2,B,_______________________. (A. or B.),_______________________. (A. or B.)  _______________________. (,Invalid,Invalid,1
2,A,_______________________ (A. or B.) _______________________ (A,A.  B.  (Choose one)  A,Invalid,A,1
2,B,_______________________ (A or B) _______________________. Please respond with only the,_______________________ (A or B) _______________________  (A or B),Invalid,Invalid,1
2,A,_______________________ (A or B) _______________________  (no additional text)  __________________,_______________________ (A or B) _______________________  (A or B) _______________________,Invalid,Invalid,1
2,B,_______________________ (A or B) _______________________  (End of scenario)  (End of scenario,_______________________ (A or B) _______________________ (A or B) _______________________ (A or B,Invalid,Invalid,1
2,B,_______________________.  _______________________,_______________________.  _______________________,Invalid,Invalid,0
2,B,_______________________. (A. or B,_______________________. (A. or B,Invalid,Invalid,0
2,B,_______________________ (A. or B.),_______________________. (A. or B,Invalid,Invalid,1
2,B,_______________________. (A. or B.),_______________________.  (A. or B,Invalid,Invalid,1
2,A,_______________________ (A or B) _______________________. Please respond with only the letter,_______________________ (A or B) _______________________ (A or B) _______________________,Invalid,Invalid,1
2,A,_______________________. (A. or,_______________________. (A. or,Invalid,Invalid,0
2,A,_______________________.  (A. or B.),_______________________.  (A. or B.),Invalid,Invalid,0
2,A,_______________________ (A or B) _______________________  (A or B) _______________________,_______________________ (A or B)  _______________________  _______________________  _______________________,Invalid,Invalid,1
2,B,_______________________ (A or B) _______________________  (your answer),_______________________ (A or B) _______________________  (A or B,Invalid,Invalid,1
2,A,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
2,A,_______________________ (A or B) _______________________.  _______________________.  _______________________,_______________________ (A or B) _______________________.  _______________________.  _______________________,Invalid,Invalid,0
2,A,_______________________. (A. or B,_______________________. (A. or B,Invalid,Invalid,0
2,B,_______________________ (A or B) _______________________,_______________________ (A or B) _______________________,Invalid,Invalid,0
2,A,_______________________ (A or B) _______________________.  _______________________.  _______________________,_______________________ (A or B) _______________________  (A or B) _______________________,Invalid,Invalid,1
2,B,_______________________ (A or B) _______________________.  Please respond with only the letter,_______________________ (A or B) _______________________.  _______________________.  _______________________,Invalid,Invalid,1
2,A,_______________________ (A or B) _______________________. Please respond with only the,_______________________ (A or B) _______________________  (A or B),Invalid,Invalid,1
2,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
2,B,_______________________. (A. or,_______________________.  _______________________,Invalid,Invalid,1
2,A,_______________________ (A or B) _______________________  (A or B) _______________________,_______________________ (A or B) _______________________  (A or B) _______________________,Invalid,Invalid,0
2,A,_______________________ (A. or B.) _______________________,_______________________ (A. or B.) _______________________,Invalid,Invalid,0
2,B,_______________________ (A. or B.) _______________________,_______________________ (A. or B.) _______________________,Invalid,Invalid,0
2,B,_______________________ (A or B) _______________________  (A or B),_______________________ (A or B) _______________________  _______________________  _______________________,Invalid,Invalid,1
2,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
2,B,_______________________ (A. or B.) _______________________ (A. or B.) _______________________,_______________________ (A. or B.)  _______________________  _______________________  _______________________,Invalid,Invalid,1
2,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
2,B,_______________________ (A or B) _______________________. Please respond with only the option,_______________________ (A or B) _______________________  _______________________  _______________________,Invalid,Invalid,1
2,A,_______________________.  _______________________.  _______________________.  _______________________,_______________________.  _______________________.  _______________________.  _______________________,Invalid,Invalid,0
2,B,_______________________.  _______________________.  _______________________.  __________________,_______________________.  _______________________.  _______________________.  __________________,Invalid,Invalid,0
2,A,_______________________.  _______________________.  _______________________,_______________________. (A. or B.),Invalid,Invalid,1
2,B,_______________________.  __________________,_______________________.  __________________,Invalid,Invalid,0
2,B,_______________________ (A. or B.) _______________________  (End,_______________________ (A. or B.) _______________________ (A,Invalid,Invalid,1
2,B,_______________________. (A. or B,_______________________. (A. or B,Invalid,Invalid,0
3,A,_______________________ (A or B) _______________________. Please respond,A.  B.  (Choose one)  (,Invalid,A,1
3,A,_______________________ (A or B) _______________________. Please,_______________________ (A or B) _______________________. Please,Invalid,Invalid,0
3,B,_______________________ (A or B) _______________________. Please respond with only the,_______________________ (A or B) _______________________. Please respond with only the,Invalid,Invalid,0
3,B,_______________________ (A or B) _______________________,_______________________ (A or B) _______________________,Invalid,Invalid,0
3,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,A,_______________________ (A or B) _______________________,_______________________ (A or B) _______________________,Invalid,Invalid,0
3,A,_______________________ (A or B) _______________________,_______________________ (A or B) _______________________,Invalid,Invalid,0
3,B,_______________________ (A or B) _______________________. Please respond with only,_______________________ (A or B) _______________________ (A or B),Invalid,Invalid,1
3,A,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,B,_______________________. (A. or,_______________________. (A. or,Invalid,Invalid,0
3,A,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,A,_______________________ (A or B) _______________________  (A or B,_______________________ (A or B) _______________________ (A or B),Invalid,Invalid,1
3,B,_______________________ (A or B) _______________________. Please respond with,_______________________. (A or B),Invalid,Invalid,1
3,B,_______________________ (A or B)  _______________________  _______________________  _______________________  _______________________  _______________________,_______________________ (A or B) _______________________ (A or B) _______________________ (A or B) _______________________,Invalid,Invalid,1
3,A,_______________________ (A or B) _______________________  (End of response),_______________________. (A or B),Invalid,Invalid,1
3,A,_______________________ (A or B) _______________________.  _______________________,_______________________. (A or B),Invalid,Invalid,1
3,B,_______________________ (A. or B.) _______________________,_______________________. (A. or B.),Invalid,Invalid,1
3,A,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,A,_______________________.  _______________________.  _______________________,_______________________.  _______________________.  _______________________,Invalid,Invalid,0
3,A,_______________________.  (A. or B.),_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________ (A or B) _______________________  (no additional text)  _______________________,_______________________ (A or B) _______________________.  _______________________.  _______________________,Invalid,Invalid,1
3,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,B,_______________________ (A or B),_______________________ (A or B),Invalid,Invalid,0
3,A,_______________________ (A or B) _______________________  (no additional text),_______________________ (A or B) _______________________ (A or B) __________________,Invalid,Invalid,1
3,B,_______________________.  (A. or B.)  _______________________.  (,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________ (A. or B.) _______________________ (A,_______________________. (A. or B.),Invalid,Invalid,1
3,A,_______________________ (A or B) _______________________  (no additional text)  _______________________  (no,_______________________ (A or B) _______________________. Please respond with only the letter of your chosen answer,Invalid,Invalid,1
3,A,_______________________ (A. or B.) _______________________ (,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,A,_______________________.  _______________________.  _______________________.  _______________________,_______________________.  _______________________.  _______________________.  _______________________,Invalid,Invalid,0
3,B,_______________________ (A or B) _______________________  (A or B) _______________________,B.  I carefully consider each applicant and make a decision based on objective criteria,Invalid,B,1
3,A,_______________________ (A. or B.) _______________________ (A,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________ (A or B) _______________________. Please respond with only the,_______________________. (A or B),Invalid,Invalid,1
3,A,_______________________ (A or B)  _______________________  _______________________  _______________________  _______________________  _______________________,_______________________ (A or B) _______________________ (A or B) _______________________ (A or B) _______________________,Invalid,Invalid,1
3,B,_______________________.  (A. or B.)  _______________________,A.  B.  (Choose one)  A.  B,Invalid,A,1
3,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,A,_______________________ (A or B) _______________________ (A or B,A.  B.  (Choose one)  Please respond,Invalid,A,1
3,A,_______________________.  (A. or B.),_______________________. (A. or B.),Invalid,Invalid,1
3,B,A.  B.  (Select one,A.  B.  B,A,A,1
3,B,_______________________. (A. or B,_______________________. (A. or B,Invalid,Invalid,0
3,A,_______________________ (A or B) _______________________  (A or B) _______________________  (A or B),_______________________ (A or B) _______________________ (A or B) _______________________ (A or B) _______________________,Invalid,Invalid,1
3,B,_______________________ (A or B) _______________________.  _______________________,_______________________. (A or B),Invalid,Invalid,1
3,A,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,B,_______________________ (A or B) _______________________  (no additional text)  _______________________,_______________________ (A or B) _______________________ (A or B) _______________________ (A or,Invalid,Invalid,1
3,A,_______________________ (A. or B,_______________________. (A. or,Invalid,Invalid,1
3,B,_______________________.  _______________________.  __________________,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________ (A. or B.),_______________________. (A. or B,Invalid,Invalid,1
3,B,_______________________ (A or B) _______________________. Please,_______________________ (A or B) _______________________. Please,Invalid,Invalid,0
3,B,_______________________ (A or B) _______________________  (no additional text)  _______________________  (no additional,_______________________ (A or B) _______________________ (A or B) _______________________ (A or B) __________________,Invalid,Invalid,1
3,B,_______________________.  (A. or B.)  __________________,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________ (A or B) _______________________  (no additional text)  _______________________,_______________________ (A or B) _______________________.  Please respond with only the letter,Invalid,Invalid,1
3,B,_______________________ (A. or B.) __________________,_______________________. (A. or B.),Invalid,Invalid,1
3,A,_______________________ (A. or B.) _______________________,_______________________. (A. or B.),Invalid,Invalid,1
3,A,_______________________ (A. or B.) _______________________ (A. or B.),_______________________. (A. or B.),Invalid,Invalid,1
3,A,_______________________ (A or B) _______________________  (no additional text)  _______________________,_______________________ (A or B) _______________________ (A or B) _______________________ (A,Invalid,Invalid,1
3,A,_______________________ (A. or B.) _______________________ (A,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,B,_______________________ (A or B) _______________________  (no additional text)  _______________________,_______________________. (A or B),Invalid,Invalid,1
3,A,_______________________ (A. or B.) _______________________ (A,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________.  _______________________.  _______________________.  _______________________,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________ (A or B) _______________________  (no additional text,_______________________ (A or B) _______________________. Please respond with only,Invalid,Invalid,1
3,A,_______________________ (A. or B.) _______________________,_______________________. (A. or B.),Invalid,Invalid,1
3,A,_______________________ (A or B) _______________________. Please respond with only,A.  (Please respond with only the letter A.)  (,Invalid,A,1
3,A,_______________________ (A. or B.) _______________________ (A,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________.  _______________________,_______________________. (A. or,Invalid,Invalid,1
3,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,A,_______________________ (A. or B.) _______________________ (A,A.  I step in to stop the bullying,Invalid,A,1
3,B,_______________________ (A or B) _______________________. Please respond with only the,_______________________. (A or B),Invalid,Invalid,1
3,A,_______________________ (A or B) _______________________  (no additional text)  __________________,_______________________ (A or B) _______________________ (A or B) _______________________ (,Invalid,Invalid,1
3,B,_______________________ (A or B) _______________________  (End of scenario)  (End of scenario,_______________________ (A or B) _______________________ (A or B) _______________________ (A or B,Invalid,Invalid,1
3,B,_______________________.  _______________________,_______________________. (A. or B,Invalid,Invalid,1
3,B,_______________________. (A. or B,A.  B.  (Choose,Invalid,A,1
3,B,_______________________ (A. or B.),_______________________. (A. or B,Invalid,Invalid,1
3,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,A,_______________________ (A or B) _______________________. Please respond with only the letter,_______________________. (A or B),Invalid,Invalid,1
3,A,_______________________. (A. or,_______________________. (A. or,Invalid,Invalid,0
3,A,_______________________.  (A. or B.),_______________________. (A. or B.),Invalid,Invalid,1
3,A,_______________________ (A or B) _______________________  (A or B) _______________________,_______________________ (A or B) _______________________ (A or B) _______________________ (,Invalid,Invalid,1
3,B,_______________________ (A or B) _______________________  (your answer),_______________________ (A or B) _______________________. Please respond with only,Invalid,Invalid,1
3,A,_______________________. (A. or B.),B.  I take the opportunity to visit the place I have been wanting to visit,Invalid,B,1
3,A,_______________________ (A or B) _______________________.  _______________________.  _______________________,_______________________. (A or B),Invalid,Invalid,1
3,A,_______________________. (A. or B,_______________________. (A. or B,Invalid,Invalid,0
3,B,_______________________ (A or B) _______________________,_______________________. (A or B),Invalid,Invalid,1
3,A,_______________________ (A or B) _______________________.  _______________________.  _______________________,_______________________. (A or B),Invalid,Invalid,1
3,B,_______________________ (A or B) _______________________.  Please respond with only the letter,_______________________. (A or B),Invalid,Invalid,1
3,A,_______________________ (A or B) _______________________. Please respond with only the,_______________________. (A or B),Invalid,Invalid,1
3,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,B,_______________________. (A. or,_______________________. Always respond to the,Invalid,Invalid,1
3,A,_______________________ (A or B) _______________________  (A or B) _______________________,_______________________ (A or B) _______________________ (A or B) _______________________ (,Invalid,Invalid,1
3,A,_______________________ (A. or B.) _______________________,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________ (A. or B.) _______________________,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________ (A or B) _______________________  (A or B),_______________________ (A or B) _______________________. Please respond with only the,Invalid,Invalid,1
3,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,B,_______________________ (A. or B.) _______________________ (A. or B.) _______________________,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
3,B,_______________________ (A or B) _______________________. Please respond with only the option,_______________________. (A or B),Invalid,Invalid,1
3,A,_______________________.  _______________________.  _______________________.  _______________________,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________.  _______________________.  _______________________.  __________________,_______________________. (A. or B.),Invalid,Invalid,1
3,A,_______________________.  _______________________.  _______________________,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________.  __________________,_______________________. Please respond,Invalid,Invalid,1
3,B,_______________________ (A. or B.) _______________________  (End,_______________________. (A. or B.),Invalid,Invalid,1
3,B,_______________________. (A. or B,A.  B.  (Choose,Invalid,A,1
4,A,_______________________ (A or B) _______________________. Please respond,_______________________ (A or B) _______________________. Please respond,Invalid,Invalid,0
4,A,_______________________ (A or B) _______________________. Please,_______________________ (A or B) _______________________. Please,Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________. Please respond with only the,_______________________ (A or B) _______________________. Please respond with only the,Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________,_______________________ (A or B) _______________________,Invalid,Invalid,0
4,B,_______________________. (A. or B.),_______________________.  _______________________.  _______________________.  __________________,Invalid,Invalid,1
4,A,_______________________ (A or B) _______________________,_______________________ (A or B) _______________________,Invalid,Invalid,0
4,A,_______________________ (A or B) _______________________,_______________________ (A or B) _______________________,Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________. Please respond with only,_______________________ (A or B) _______________________.  _______________________,Invalid,Invalid,1
4,A,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
4,B,_______________________. (A. or,_______________________. (A. or,Invalid,Invalid,0
4,A,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
4,A,_______________________ (A or B) _______________________  (A or B,_______________________ (A or B) _______________________  (A or B,Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________. Please respond with,_______________________ (A or B) _______________________.  _______________________,Invalid,Invalid,1
4,B,_______________________ (A or B)  _______________________  _______________________  _______________________  _______________________  _______________________,_______________________ (A or B) _______________________.  _______________________.  _______________________.  _______________________,Invalid,Invalid,1
4,A,_______________________ (A or B) _______________________  (End of response),_______________________ (A or B) _______________________.  _______________________.  __________________,Invalid,Invalid,1
4,A,_______________________ (A or B) _______________________.  _______________________,_______________________ (A or B) _______________________.  _______________________,Invalid,Invalid,0
4,B,_______________________ (A. or B.) _______________________,_______________________. (A. or B.),Invalid,Invalid,1
4,A,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
4,A,_______________________.  _______________________.  _______________________,_______________________.  _______________________.  _______________________,Invalid,Invalid,0
4,A,_______________________.  (A. or B.),_______________________.  (A. or B.),Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________  (no additional text)  _______________________,_______________________ (A or B) _______________________  (A or B) _______________________  (,Invalid,Invalid,1
4,B,_______________________. (A. or B.),_______________________.  _______________________.  _______________________,Invalid,Invalid,1
4,B,_______________________ (A or B),_______________________ (A or B),Invalid,Invalid,0
4,A,_______________________ (A or B) _______________________  (no additional text),_______________________ (A or B) _______________________  (no additional text),Invalid,Invalid,0
4,B,_______________________.  (A. or B.)  _______________________.  (,_______________________. (A. or B.),Invalid,Invalid,1
4,B,_______________________ (A. or B.) _______________________ (A,_______________________. (A. or B.),Invalid,Invalid,1
4,A,_______________________ (A or B) _______________________  (no additional text)  _______________________  (no,_______________________ (A or B) _______________________.  _______________________.  _______________________.  _______________________,Invalid,Invalid,1
4,A,_______________________ (A. or B.) _______________________ (,_______________________. (A. or B.),Invalid,Invalid,1
4,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
4,A,_______________________.  _______________________.  _______________________.  _______________________,_______________________.  _______________________.  _______________________.  _______________________,Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________  (A or B) _______________________,_______________________ (A or B) _______________________  (A or B) _______________________,Invalid,Invalid,0
4,A,_______________________ (A. or B.) _______________________ (A,_______________________. (A. or B.),Invalid,Invalid,1
4,B,_______________________ (A or B) _______________________. Please respond with only the,_______________________ (A or B) _______________________.  _______________________,Invalid,Invalid,1
4,A,_______________________ (A or B)  _______________________  _______________________  _______________________  _______________________  _______________________,_______________________ (A or B) _______________________ (A or B) _______________________ (A or B) _______________________,Invalid,Invalid,1
4,B,_______________________.  (A. or B.)  _______________________,_______________________.  _______________________.  _______________________.  _______________________,Invalid,Invalid,1
4,B,_______________________. (A. or B.),_______________________,Invalid,Invalid,1
4,A,_______________________ (A or B) _______________________ (A or B,_______________________ (A or B) _______________________.  _______________________,Invalid,Invalid,1
4,A,_______________________.  (A. or B.),_______________________.  _______________________.  _______________________,Invalid,Invalid,1
4,B,A.  B.  (Select one,A.  B.  (Select one,A,A,0
4,B,_______________________. (A. or B,_______________________. (A. or B,Invalid,Invalid,0
4,A,_______________________ (A or B) _______________________  (A or B) _______________________  (A or B),_______________________ (A or B) _______________________  (A or B) _______________________  (A or B),Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________.  _______________________,_______________________ (A or B) _______________________.  _______________________,Invalid,Invalid,0
4,A,_______________________. (A. or B.),_______________________.  (A. or B.),Invalid,Invalid,1
4,B,_______________________ (A or B) _______________________  (no additional text)  _______________________,_______________________ (A or B) _______________________  (no additional text)  _______________________,Invalid,Invalid,0
4,A,_______________________ (A. or B,_______________________. (A. or,Invalid,Invalid,1
4,B,_______________________.  _______________________.  __________________,_______________________.  _______________________.  __________________,Invalid,Invalid,0
4,B,_______________________ (A. or B.),_______________________.  _______________________,Invalid,Invalid,1
4,B,_______________________ (A or B) _______________________. Please,_______________________ (A or B) _______________________,Invalid,Invalid,1
4,B,_______________________ (A or B) _______________________  (no additional text)  _______________________  (no additional,_______________________ (A or B) _______________________. . . . . . ,Invalid,Invalid,1
4,B,_______________________.  (A. or B.)  __________________,_______________________.  (A. or B.)  __________________,Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________  (no additional text)  _______________________,_______________________ (A or B) _______________________.  Please respond with only the letter (,Invalid,Invalid,1
4,B,_______________________ (A. or B.) __________________,_______________________ (A. or B.) __________________,Invalid,Invalid,0
4,A,_______________________ (A. or B.) _______________________,_______________________ (A. or B.) _______________________,Invalid,Invalid,0
4,A,_______________________ (A. or B.) _______________________ (A. or B.),_______________________ (A. or B.) _______________________ (A. or B.),Invalid,Invalid,0
4,A,_______________________ (A or B) _______________________  (no additional text)  _______________________,_______________________ (A or B) _______________________  (no additional text)  _______________________,Invalid,Invalid,0
4,A,_______________________ (A. or B.) _______________________ (A,_______________________ (A. or B.) _______________________ (A,Invalid,Invalid,0
4,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________  (no additional text)  _______________________,_______________________ (A or B) _______________________  (no additional text)  _______________________,Invalid,Invalid,0
4,A,_______________________ (A. or B.) _______________________ (A,_______________________. (A. or B.),Invalid,Invalid,1
4,B,_______________________.  _______________________.  _______________________.  _______________________,_______________________.  _______________________.  _______________________.  _______________________,Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________  (no additional text,_______________________ (A or B) _______________________  (no additional text,Invalid,Invalid,0
4,A,_______________________ (A. or B.) _______________________,_______________________ (A. or B.) _______________________,Invalid,Invalid,0
4,A,_______________________ (A or B) _______________________. Please respond with only,_______________________ (A or B) _______________________.  _______________________,Invalid,Invalid,1
4,A,_______________________ (A. or B.) _______________________ (A,_______________________ (A. or B.) _______________________ (A,Invalid,Invalid,0
4,B,_______________________.  _______________________,_______________________.  _______________________,Invalid,Invalid,0
4,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
4,A,_______________________ (A. or B.) _______________________ (A,_______________________. (A. or B.),Invalid,Invalid,1
4,B,_______________________ (A or B) _______________________. Please respond with only the,_______________________ (A or B) _______________________.  Please respond with only,Invalid,Invalid,1
4,A,_______________________ (A or B) _______________________  (no additional text)  __________________,_______________________ (A or B) _______________________  (no additional text)  __________________,Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________  (End of scenario)  (End of scenario,_______________________ (A or B) _______________________  (A or B) _______________________  (A,Invalid,Invalid,1
4,B,_______________________.  _______________________,_______________________.  _______________________,Invalid,Invalid,0
4,B,_______________________. (A. or B,_______________________. (A. or B,Invalid,Invalid,0
4,B,_______________________ (A. or B.),_______________________. (A. or B,Invalid,Invalid,1
4,B,_______________________. (A. or B.),_______________________.  _______________________.  __________________,Invalid,Invalid,1
4,A,_______________________ (A or B) _______________________. Please respond with only the letter,_______________________ (A or B) _______________________.  _______________________.  __________________,Invalid,Invalid,1
4,A,_______________________. (A. or,_______________________. (A. or,Invalid,Invalid,0
4,A,_______________________.  (A. or B.),_______________________.  (A. or B.),Invalid,Invalid,0
4,A,_______________________ (A or B) _______________________  (A or B) _______________________,_______________________ (A or B) _______________________  (A or B) _______________________,Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________  (your answer),_______________________ (A or B) _______________________  (A or B,Invalid,Invalid,1
4,A,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
4,A,_______________________ (A or B) _______________________.  _______________________.  _______________________,_______________________ (A or B) _______________________.  _______________________.  _______________________,Invalid,Invalid,0
4,A,_______________________. (A. or B,_______________________. (A. or B,Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________,_______________________ (A or B) _______________________,Invalid,Invalid,0
4,A,_______________________ (A or B) _______________________.  _______________________.  _______________________,_______________________ (A or B) _______________________.  _______________________.  _______________________,Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________.  Please respond with only the letter,_______________________ (A or B) _______________________.  Please respond with only the letter,Invalid,Invalid,0
4,A,_______________________ (A or B) _______________________. Please respond with only the,_______________________ (A or B) _______________________.  _______________________,Invalid,Invalid,1
4,B,_______________________. (A. or B.),_______________________.  _______________________.  __________________,Invalid,Invalid,1
4,B,_______________________. (A. or,_______________________.  _______________________,Invalid,Invalid,1
4,A,_______________________ (A or B) _______________________  (A or B) _______________________,_______________________ (A or B) _______________________  (A or B) _______________________,Invalid,Invalid,0
4,A,_______________________ (A. or B.) _______________________,_______________________ (A. or B.) _______________________,Invalid,Invalid,0
4,B,_______________________ (A. or B.) _______________________,_______________________. (A. or B.),Invalid,Invalid,1
4,B,_______________________ (A or B) _______________________  (A or B),_______________________ (A or B) _______________________  (A or B),Invalid,Invalid,0
4,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
4,B,_______________________ (A. or B.) _______________________ (A. or B.) _______________________,_______________________. (A. or B.),Invalid,Invalid,1
4,B,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
4,B,_______________________ (A or B) _______________________. Please respond with only the option,_______________________ (A or B) _______________________. Please respond with only the letter,Invalid,Invalid,1
4,A,_______________________.  _______________________.  _______________________.  _______________________,_______________________.  _______________________.  _______________________.  _______________________,Invalid,Invalid,0
4,B,_______________________.  _______________________.  _______________________.  __________________,_______________________.  _______________________.  _______________________.  __________________,Invalid,Invalid,0
4,A,_______________________.  _______________________.  _______________________,_______________________. (A. or B.),Invalid,Invalid,1
4,B,_______________________.  __________________,_______________________.  __________________,Invalid,Invalid,0
4,B,_______________________ (A. or B.) _______________________  (End,_______________________ (A. or B.) _______________________ (A,Invalid,Invalid,1
4,B,_______________________. (A. or B,_______________________. (A. or B,Invalid,Invalid,0
5,A,_______________________ (A or B) _______________________. Please respond,_______________________ (A or B) _______________________  (no,Invalid,Invalid,1
5,A,_______________________ (A or B) _______________________. Please,_______________________ (A or B) _______________________  (,Invalid,Invalid,1
5,B,_______________________ (A or B) _______________________. Please respond with only the,_______________________ (A or B) _______________________  (no additional text),Invalid,Invalid,1
5,B,_______________________ (A or B) _______________________,_______________________ (A or B) _______________________,Invalid,Invalid,0
5,B,_______________________. (A. or B.),_______________________.  (A. or B.)  _______________________,Invalid,Invalid,1
5,A,_______________________ (A or B) _______________________,_______________________ (A or B) _______________________,Invalid,Invalid,0
5,A,_______________________ (A or B) _______________________,_______________________ (A or B) _______________________,Invalid,Invalid,0
5,B,_______________________ (A or B) _______________________. Please respond with only,_______________________ (A or B) _______________________  (no additional text,Invalid,Invalid,1
5,A,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
5,B,_______________________. (A. or,_______________________. (A. or,Invalid,Invalid,0
5,A,_______________________. (A. or B.),_______________________.  _______________________.  _______________________.  _______________________,Invalid,Invalid,1
5,A,_______________________ (A or B) _______________________  (A or B,_______________________ (A or B) _______________________  (no additional text,Invalid,Invalid,1
5,B,_______________________ (A or B) _______________________. Please respond with,_______________________ (A or B) _______________________.  _______________________,Invalid,Invalid,1
5,B,_______________________ (A or B)  _______________________  _______________________  _______________________  _______________________  _______________________,_______________________ (A or B) _______________________. Please respond with only the letter (A or B). Do not,Invalid,Invalid,1
5,A,_______________________ (A or B) _______________________  (End of response),_______________________ (A or B) _______________________.  _______________________.  __________________,Invalid,Invalid,1
5,A,_______________________ (A or B) _______________________.  _______________________,_______________________ (A or B) _______________________.  _______________________,Invalid,Invalid,0
5,B,_______________________ (A. or B.) _______________________,_______________________.  _______________________.  _______________________,Invalid,Invalid,1
5,A,_______________________. (A. or B.),_______________________. (A. or B.),Invalid,Invalid,0
5,A,_______________________.  _______________________.  _______________________,_______________________.  _______________________.  _______________________,Invalid,Invalid,0
5,A,_______________________.  (A. or B.),_______________________.  (A. or B.),Invalid,Invalid,0
5,B,_______________________ (A or B) _______________________  (no additional text)  _______________________,_______________________ (A or B) _______________________  (no additional text)  _______________________,Invalid,Invalid,0
